cleaned_content,sentiment_label
sekarang kalo pesen go food estimasinya pasti sejam padahal deket dan makanan yg dipesen jg fastfood kek aneh aja selalu dianternya sejam lebih,negatif
tak edit reviewnya banyak promo grab car yang memang murah bgt tapi pas dipake sama driver tiba dibatalkan seenaknya atau dilempar tanpa konfirmasi ,netral
tolong dong minmasa paylater saya gabisa digunakan dgn alasanakunmu sedang di reviewpadahal saya sama sekali ga pernah telat bayar paylater ataupun gopay pinjammasa iya gara² batalin pesanan bisa mempengaruhi kredit paylaterga make sense mintolonglah dibenerin,positif
tolong yaa untuk aplikasi gojek yang akurat dong tdi saya pesen goride comfort yang dateng motor biasa sm plat bedaa mnrut ku bukan masalah aku milih milih tapii ga sesuaaii aja kalo goride biasa sma goride comfort kan beda harga saya pesan goride comfort karna saya bnyak bawaan dan harus uk kendaraan yang lmyn dr mtr biasa tolong lebih di perhatikan mungkin bukan saya saja yang punya pengalaman spt ini,negatif
prustasi saya pake aplikasi inierror terus ko makin sini makin kurang ya pelayanan nyaharusnya di perbaiki lagi,negatif
gojek ku knp ya kok ga ada notif muncul kalau keluar dari aplikasi masa harus stay buka aplikasi ga enak banget kan setiap pesen makanan paling kan menitan masak dalam  menit itu harus buka aplikasi gojek terusga ada notif pas di chat driver kan jadi ga tau padahal pengaturan tentang notif sudah saya ijinkan semua kasian drivernya nunggu lama tolong dibantu,negatif
kepada pengelola aplikasi gojek tolong tekankan kepada mitranya terutama driver gocar utk lebih proaktif dalam membantu penumpang yg mempunyai disabilitas geraksakitlansia saat naikturun dari unit,positif
tagihan gopay later saya sudah di bayarkan tapi tetap ada tagihannya dan sampai saat ini tidak terselesaikan saya menyesal sekali menggunakan itu,negatif
saya kurang memuaskan karna jika cuaca hujan harga kendaraan naiknya sangat tinggi bisa x lipat naik nya dan percuma jika aku ada beli gojek plus,negatif
terimakasih gojek pelayanannya bagus tapi tolong ya di tingkatkan lagi kualitas drivernya banyak driver yang tidak sopan dengan customer nya,positif
bagus apknya tapi drivernya kadang ngeselin kalo mau berhenti ya di jalan ya tolong konfirmasi ke kami biar bisa ganti driver,positif
yaaah ada bug pas mau pesen dan udh refresh masih sama dgn tulisan server unavaible,negatif
gajelas sangat amat lama prosesnyahanya mengenai cashback sajablm di bayarlelet amat aplikssi sebesar inisya udh berkali buat laporan di suruh nunggu trs,negatif
semenjak saya pakai aplikasi ini saya jadi lebih mudah untuk melakukan pemesanan makananantar jemput dan juga penyimpanan digital,positif
sangat mbulet sekali malam mau beli kuota malah cuma konfirmasi aja dari tadi gk bisa bayar,negatif
lebih mudah dan lebih gampang buat transportasi dan pesan makanan buruan donwload golek biar lebih mudah mau kemana aja,positif
membantu perjalanan lebih dekat dan efisiensi waktu  terima kasih,positif
fitur chat gak bisa dipakai setelah dapet driver chatnya nge freeze gak bisa dibuka,netral
bagus sih ngebantu juga cuman kenapa ya gojek jarang ada promo buat kantong pelajar kan lumayan ya bisa menghemat meskipun sdikit,positif
hp saya yang mi note  kok tidak bisa di install  selalulu gagal sebelum nya bisa di install tetapi setelah hp nya di hard reset jadi ga bisa,positif
baru aja kejadian kepemcet bikin pesenan dan gabisa dibatalkan emang dari apknya gabisa dibatalkan tambahkan dong fitur batalkan pesanannya,negatif
gojek gmna ini saya udah laper dari jam  mesen makan di go food pas udah di pesen udah nunggu lama² pas drivernya udah sampe gataunya restonya tutup skrng juga saya udah nunggu  menit belom jadi juga udah di beda resto penanganannya gmna ini harusnya harus lebih tegas lagi sama resto² yg ga jelas kaya gini,negatif
kenapa ya saat dibutuhin selalu paylater dalam pengecekan rutin wooy akutuh pemakai setiabyr tepat waktupula tapi setiap awal bulan mau dipake gini mulu kejadiannya kan menyebalkan parah,negatif
ahkirnya beri ulasan lagi di tahun  setelah ulasan saya di  saya nambah biaya layanan agar cepat sampai ordera saya jarak antara resto dan rumah enga ada  km tapi bisa terlambat untuk pengantaran saya,negatif
di tolak terus sama driver nya giliran booking ulang ga bisa terlalu bnyk booking d waktu yg sama,negatif
aplikasi sampah saya pengguna lama padahalorder gomart stok barang kosong yaa saya cancel trus order lagi kan berharap dapat alafamart yang lain karena ndak ada pilih alfamart ehhh tau tau nya dapat alfamrt yang sama jadi saya cancel lgi donk karena stok brangnya kosong eh akun gojek saya di bekukan karena terlalu sering cancel parah mank aplikasi nihpadahal di riwayat orderan yang saya cancel ada chat dri driver gojek nya kalau stok brang kosong,negatif
ga bisa membatalkan pesanan gofood  saya belum pencet pesan dan antar sekarang tapi tetep masuk list  item,negatif
saya menambahkan alamat tersimpan gak bisa bahkan alamat tersimpan sebelumnya banyak saya hapus tapi tetep gak bisa hhemb,negatif
tolong perbaiki lagi kualitas pelayanan customercare nya agar kami pengguna bisa langsung chat apa sja kekurangan dari aplikasi ini,negatif
agak sulit setiap top up masa harus nunggu beberapa menit buat update saldo knp selelet itu untuk proses top up nya mau pakai jasa gojek pun jadi susah kan,netral
mengecewakan sudah lama bayar tagihan paylater tapi masih aja di tolak mengajukam terus gak bsa ganti no hp selalu aja error apa bila di ganti no baru,negatif
layanan gojek lumayan bagus cuma untuk layanan gopay later jelek apalagi layanan gopinjam bikin ribet ga bisa pengajuan sama sekali layanan cs tidak meembantu,negatif
untuk opsi pembatalan gofood itu minimal bsa dibatalin sebelum  menit ini sya slah psen menu jdi gk bsa dibatalin gkkyk app sbelah gmna sih,negatif
aplikasi nya bagus cepat dan murah tetap pertahankan ya kualitas yang baiknya terimakasi,positif
jelek bgt gofood gabisa dibatalin pdhl jelas gabakal dikirim juga gadapet driver gabisa chat ke siapa even ke restonya chat ke cs pun cm  arah gaada fitur untuk kita ngechat dan nanyainnya mana mahal lg promonya gedean grab kalau hujan sedikit juga uda gaada yg mau ngambil,negatif
pengiriman express dan reguler atau standard sama z lama padahal express lebih mahal tpi pasti driver mengalami kendala dan di carikan driver lain dan hrus ngulang lama lagi untuk di gofood,negatif
woi gojek makanan sudha siap knp statusnya sedang di siapin lama dapat driver aplikasi gk jelas gk ada opsi buat chat admin gojek lagi cuma ada pesan cepat gk bisa utarakan keluhan di aplikasi,negatif
sering delay aplikasinya delay nya lama jadi gak bisa pantau driver yang dipesan jadi sering kayak driver gak jalan,netral
maka nya sekarang gw udah males pesan food di gojeklama dapet driver nyalama juga nunggu pesanan nyalebih baik pesan food di aplikasi yang lain nya saja cepat dapatkan drivernya dan cepat pengantaran nya,negatif
sy senang pake gojektp ada pemasukan buat penggunatarip kt sebagai penumpang itu sdh murahjd kt hargai ac kendaraan nyaapabila ac nya di no  jgn di geser ke full ngetkasian driver nyatarip sdh murahdipotong gede sama aplikasi  boros bbm krn penumpang naikin ac full bahkan sampai ada yg ga ijin ke driver nyasekali ijin tp sdh di naikkan full ac nya kt hargai profesi mereka dan kt diantar dgn selamat pun sdh alhamdulillah terus buat aplikasitolong jgn kebangetan nget kalau potong ,positif
pelayanan cs nya ancur banget  udah tau pesanan stuck sejam dua jam tetep gabisa di cancel aneh deh,negatif
gojek ngebantu bgt buat ak yg kemna mna ga ada mtr trs banyak bgt diskonnya juga tapi buat pelajar bolee lahh di diskonin lg hehe terutama buat gocar kalo ak mau main lumayan aga pricy,positif
aplikasi bagus cuma waktu gofood terlalu lama dan promo makin lama makin sedikit,positif
bisa bantu kalo ga ada yang antar jemput atau gaada kendaraan ini aplikasi terpenting pokoknya the best deh,positif
driver kalian nabrak saya di kuningan deket pintu tol di jl gatot subroto ga jarang juga driver kalian nyaris nabrak orang lain tolong di evaluasi semua driver nya layak ga dapet sim meresahkan di jalan bahkan para driver terlalu fokus sama maps sampe lupa liat kedepan kecewa saya juga tidak memiliki bukti berupa foto dll dan saya rasa ini juga bukan kejadian hanya di saya,negatif
tidak adanya pilihan hapus permanen daftar rekening tujuan seharusnya ada opsi tersebut supaya memudahkan kami sebagai pengguna merapikan daftar rekening yang sudah terdaftar,negatif
tolong diperbaiki rute perjalanan di aplikasi kita selalu salah paham sama driver ya soal masah rute,negatif
saya sudah minta perbaikan service costumer di dalam aplikasi tapi sudah mau  minggu gk ada kabar padahal saya sudah sudah melengkapi data identitas,negatif
muak bgt sama layanan gofood masa batas nunggu dikonfirmasi resto  jam kalau emg blm dimasak ya tolong bisa dicancel dong udh kesekian kalinya nunggu berjam statusnya cm diterima resto ga tau kapan dimasak kapan dianter mana lagi puasa masa pesen buat berbuka harus dari pagi,negatif
berbagi pengalaman sya dari stasiun jatibarang menuju hotel swissbell indramayu sudah dpt driver honda brio sudah jalan dan sudah sampe hotel tiba ada driver chat klo dia udah di lobby stasiun dengan mobil toyota agya saya cancel dong yang anehnya kenapa driver yg honda brio tiba hilang dari riwayat yg ada cuma yang toyota agya yang di cancel tolong dong ini merugikan penumpang yg butuh bukti transaksi kenapa ini bisa terjadi,negatif
order gofood rb payment gpaylater bulan depan cek tagihan muncul jadi rb padahal di bill rb ini gak sesuai perjanjian ya gpaylater tolong aplikasi transparan saja jadi cust gak kaget,negatif
kenapa setiap habis update versi aplikasi tidak bisa di buka dan bisa di buka lagi setelah minggu kedepan mana mau order ,negatif
buruk sudah pake layanan express tetep terlambat bhkan sampe sejam lebih kurang di tambah layanannya extra express noh,negatif
kurang memuaskan klo kondisi cuaca mendung semua driver gak ada jadi semua pesan tahan intruksi masak semua kita bukan cuman melayani gobis aja setelah satu ham semua fatang bareng dan minta cepat semua lebih kondisikan di driver dong perbaiki dong bikin emosi saja,negatif
tolong di evaluasi lagi gofood nya soal sistem dapet driver kalau makanan sudah hampir jadi berkali kali pesanan saya batal gara² tidak dapat driver atau kalau dapat driver pun masih menunggu lama tidak langsung diantar lalu apanya yang cari driver pas makanan mau jadi atau restoran juga nunggu dapet driver baru masak kalau memang tidak ada driver ya sudah batalkan saja tidak perlu menunggu lama saya jadi harus nunggu setengah jam dulu baru tau ada driver yang ngambil atau nggak,negatif
sekarang aplikasinya uda ok untuk ride relatif murah dibanding sebelah tapi kalo food memang ongkosnya agak lebih mahal,positif
kalo masih anter penumpang jangan ambil orderan saya sampe cancel x semuanya sama aja lagi nganter penumpang lain,negatif
diera digital aplikasi ini sangat membantu tingkatkan terus mutu pelayanannya ,positif
gosend makanan tapi ga diterima padahal di status pengiriman udah pesanan diterima gimana si mana call center slow respon disuruh tunggu maximal  jam padahal ini makanan loh yg diantar pas di chat drivernya sangat sangat tidak bertanggung jawab mending pake grab costumer servicenya fast respon gaada brpa menit lagsung di hubungi langsung uninstal gojek bye,negatif
bagus sangat memudahkan aktivitas banyak promo dan harga nya terjangkau,positif
kadang suka error agar diperbaiki dan gojek plus diskon  minimal belanja  rbnggak jadi hemat hehehe,positif
verifikasi wajah di buat susah padahal pencahayaan ga kurang jaringan juga baik,negatif
sebenarnya aplikasinya bagus cuma drivernya pada sok sok an minta batalin padahal mesen gapake promo klo kalian udh kaya ya jgn jadi driver,negatif
promo gofood banyak yang dihilangkan saat mau pesan di waktu buka dam sahur promo  atau  juga di hilangkan biar belanja banyak,negatif
langganan gojek plus seperti di prank karena banyak merchant resto yang tidak ikut gofood plus jadi sama saja kena ongkir mahal potongan ke driver tinggi charge harga makanan ke konsumen juga tinggi order gocar lama datangnya seperti disengaja biar ambil pencarian cepat yg ujungujungnya duit terus,negatif
tolong team gojek untuk lebih ditingkatkan bagian gofood nya tidak makananbrg tidak ada di etalase jgn dipost krn pas pesan makanan ternyata makanan yg dipesan tidak tersedia sedangkan di etalase ada maaf jadi kasi  bintang,negatif
nyusahin nyari driver malem harga kebanyakan berubah jadi banyak driver gk mau ngambil orderan cape,negatif
aplikasi paling parah neror dan sebar data lebih dari pinjol ilegal gopay laterpinjam banyak antek y pake nomer pribadi tidak dikenal bukan nomer resmi bot  telatpun dibayar ada tanggung jawab y cicil sampe lunas dibayar pokok  bunga gede  asuransi pinjman y denda y tapi kelakuan y ngejelekin sampe ke platfrom lain padahal tetap dibayar tpi tidak tahu malu gojek saya yang rugi disini duit kalian tetap balik tapi data saya kalian salah gunain untuk neror dan menjelekkan saya,negatif
tertolongpas gak ada motor buat kerja walopun di desa map sering nge bug lari titik tidak pas tapi driver ttp sampai,positif
untuk apknya udah bagus banget tapi tolong tambahin fitur pembayaran menggunakan dana dong biar lebih mudah,positif
sistem bosok bosok bosok matane udah nunggu sejam keterangan tidak dapat driver bar ke cancel ik seharus e kalo dari awal sih gpp bosok kyak gini rating lebih dari ,negatif
aplikasi tolol mau topup aja harus verifikasi mulu padahal udah aktifin bca oneklik nyusahin gua aja,negatif
pertanggal  maret aku tokopedia saya telah dibajak orang menyebabkan saldo gopaylater saya disalahgunakan mohon untuk pihak semua gojek tolong dibantu agar masalah tidak berkepanjangan,netral
penjemputan cepat dan driver nya ramah²pertahankan dan tingkatkan,positif
diskon dan pelayanan nya udah bagus cuman saran saya lokasi driver nya lebih ditingkatkan lagi ya ,positif
aplikasinya oke sangat membantu tapi ongkosnya terlalu mahal padahal aplikasinya milik anak bangsa tapi masa iya kalah sama aplikasi sebelah,positif
bintang  dulu ya soalnya ada beberapa menu yang tidak ada aplikasi ya oke tidak ada masalah,positif
sangatt nyaman dan simpel bisa buat keluar rumah pake gojek gausah ribet lagi mau pake apa buat keluar rumah,positif
tolong banyakin lagi ya promo  promo nya biar lebih murah lagi apalagi untuk yang pembayaran tunai,positif
tolong kasih menu pengubah rating dan juga tolong customer service manusia nya diperbanyak jangan mengandalkan ai dan chatbot untuk yang urusannya pelayanan pengaduan,negatif
parah ga bisa dapat promo apapun alasan ada aktifitas mencurigakan paylater ga prnh telat tp diblokir,negatif
sangat memudahkan buat antar jemput semoga promo dan harga lebih ringan untuk kemudahan pelanggan terimakasih,positif
tidak ada garansi tepat waktu  gofood sudah pakai yang paling mahal tetap saja telat percuma,negatif
sangat membantu saat harus buru  sebenarnya niat ngasih promo apa engga sih untung ga langsung pesenjd kaya jebak customer slow respon  sangat tdk membantu   jumat  desember  gojek sampe segitunya nyari duitdemi pencarian cepatdikasih driver yg posisinya jauh  maret  pelayanan gojek semakin memuaskan layak dpt bintang  pertahankan bro,negatif
kasih tau ke partner gofood kalau emang gak bisa buat bilang trus ke para drivernya kalau memang gak mau ambil pesanan kasih tau bikin orang nunggu  jam alhasil pesanan di batalin manusia gak ada adab,negatif
jgn pembaruan mulu ya bikin susah yg kurang update hp seperti sy ini suka klepek,positif
aplikasi sangat berguna  baik  cepat dl merespon dan aman pastinya,positif
go food nya sangat lelet masak beli makanan aja nunggu sampai  jam keburu gak lapar lagi parah,negatif
aplikasinya bagus cuma sayang jarang promo terus ongkirnya mahal sekarang,positif
pelayan refund yang buruk dan tidak sesuai auto uninstall semua aplikasi yang berhubungan dengan gojek,negatif
butuh waktu utk cari aplikasi yang dibutuhkan klo jarang yang dipakai fiturnya,positif
niat pake gofoodhemat biar ngirit malah boncos gila order makanan  kali tak dateng padahal lokasinya bener dan diaplikasi tulisannya sudan tiba tapi kagak ada gak tau gak jelas mau chat ke resto juga gak bisa hubungi cs juga gak ngerubah apapun karna cs nya bot kali gak tau ah mana udah nunggu lama banget sejam lebih,negatif
driver lama aplikasi mempersulit konsumen informasi tidak membantu,negatif
gk bisa login pembaruan cepat mulu padahal gak ada update,negatif
tidak adil sama sekali suka makan jerih paya driver sendiri bonus gak seberapa pun di ambil,negatif
sangat membantu kalau bisa atribut pengemudi helmjacket di perbahatui setahun sekali biar lebih rapi,positif
saya sebagai konsumen kecewa dengan tingkah gojekk ongkos ke driver sangat lemah dan tak ada bagusnya mereka panasanhujanan apa pantas di kasih ongkos yg sangatt memalukan kalian hanya duduk merek yg berjuang demi dapet upah yg sangat penting buat keluarganya kalian hanya tikus got yg bisanya makan tdr modolll gue mau pindah ke indrii per,negatif
pesan makanan dari sebelum adzan maghrib sampe mau isya gak datang ujungujungnya di batalin aplikasi toloonggg saya pesan makanan buat buka puasa kalo memang gak dapat driver tombol cancel jangan di hilangin perhatian untuk gojek baca pesan ini,negatif
ya ada senangnya jg nggak senang tp klu bisa diperbaiki lg ya pelayanannya itu aja yg diperlukan,positif
sekarang kalau gofood jadi rada males nungguinnya karena ga cuma nganter di  lokasi aja jadi lamaaaaaaaaa banget makanan nyampe rumah udah ga panas,netral
setelah di update biaya jadi tambah mahalmasa naik nya tambah  dari sebelum di update,negatif
sy pelanggan lama plus tapi justru harga makanan jauh lebih mahal daripada yg nga gunakan plusdari mana ke mana ini hitungannya,negatif
sinyal bagus driver ga ada yg nyangkut sampe ketiduran nungguin gak ada yang ambil orderan,negatif
puas bangetcepat dan nyamandriver nya juga ramah dan sikap baikgojek pilihan ku,positif
terimaksih gojek pelayanan terbaik belanja juga hemat praktis cepat klo bisa sich ka gojek diadain paylatenya buat konsumen juga tambahin poin untuk diskon siskon besar,positif
selalu puas pakai gojek kemana pun jadi mudah kirim apapun juga lebih mudah,positif
kecewa berat sama pelayanan gofood gunanya chat dengan cs apa tidak bisa menyelesaikan masalah saya tunggu  jam makanan ujung ujungnya tidak dapat driver sampai tutup aplikasi bodoh,negatif
deket tapi mahal bayarnya temen saya jaraknya lumayan jauh tpi lebih murah ,netral
koq setelah update aplikasi gojek saya notifnya tidak ada suara yah padahal notif sudah saya aktifkan semua,negatif
nyaman sih cuman terkadang argo atau tarif suka naik harga,positif
susah untuk login ke akun lama karna lupa nomor hp lama login pake gmail gk bisa ribet banget cuma mau login aja,negatif
jangan cuma sama customer baik nya sama mitra yg di lapangan juga harus baik,positif
saya pesen makan hampir jam ga datang datang tiba tiba driver maksa buat ngantar makanan dengan alasan gabisa dibatalin cs juga gabisa ngasi solusi pindah ke shopeefood aja ,negatif
aplikasinya rekomendasi sangat membantu orangnya sangat ramah terima kasih gojek,positif
pesanan jarak dekat  lama sekali sampai menunggu berjam  parah,negatif
lokasi jemput tidak akurat aplikasi sampah banget x saya cancel order ojek lama banget,negatif
kalau mesen makanan pake yg regular aja gk usah express berasa ketipu udah express tapi tetap aja makannanya tiba kek regular bahkan lebih lama lagi,negatif
aplikasi sangat bagus nunggu  jam gak dapet driver dan gak bisa di batalin sistem sampah,negatif
baru kali ini dapat driver nya agak songong sampe di bilang  lo aja rating nya   emang harus yaa driver ngebedain costumer yg rating nya  sama yg  ,negatif
dasar apk bloon  kali gw pesan go food uda tnggu lama ujung nya di gagalin sistemank gw smpe ktdran tnggu lama smpd  jammakin k sni makin beloon aja nie sistem nya,negatif
di ksh pinjam di gopay pinjam alhamdulillah lancar dan pas cicilan terakhir di byr sblum waktu jatuh tempo tp malah setelah itu ga bisa pinjam lg aneh tp nyata pdhl kita bayar sebelum jatuh tempo itu krn mmg ada uang trus di ksh waktu sampe tgl  maret  nah pas coba ke x ternyata lgs di blokir lg malahan sampe juni lucu deh kita bayar lancar malah ga di beri pinjaman lagi cocok deh klw bintang ,negatif
sangat membantu  tolong di tingkatkan terus kualitas pelayanan terbaiknya  terimakasih,positif
pakai riority buat gofood tapi selalu terlambat no compensation no explanation dan gak bisa komplain di cs,negatif
tadi otomatis alamatnya ke kosan sebelah kenapa lokasinya via gojek jadi gak tepat ya trus sdh konfirm ke poternya n ok,positif
apk makin menurun pelayanan dan kualitasnyaorder food jauh atau dekat di tengah kota dan jarak dekat ga ada drivernya segitu sulitnya dpt driver seringkali telat dan gagal dan cancel sumpah mengecewakan bangetttbesok besok ku hapus jg ini apkaku turunkan ke bintang satu alias nol besar,negatif
gofood tidak profesional sudah nunggu lama sekali tidak mendapat driver dan di batalkan sepihak oleh gofood harusnya tidak usah kasih promo  kasihan yg pesan dan juga kasihan drivernya  jangan malah buat alasan sepertinya yg pesan salah kenapa pilih yg hemat  terus dibatalkan otomatis setelah menunggu hampir  jam  ,negatif
lebih memudahkan cari sarana transportasi untuk keperluan mendadak maupun kegiatan sehari² semoga lebih menjangkau ke daerah² kecil atau kampung² karena terkadang kita butuh ke kampung tanpa ribed bawa kendaraan sendiri,positif
tolong dong diperbaiki saya pesen makanan dengan estimasi  mnt namun sering telat kadang driver sering cancel begitu aja dan juga pemberitahuan dapat driver dan cancel itu lumayan lama dan saya udah nunggu lama terkadang udah nunggu lama banget tiba ada pemberitahuan seperti semua driver sedang sibukastagah sumpah kita nunggu dari lama kadang lebih sejaman setidaknya kalo nggak bisa dari awal kasih pemberitahuan kami lebih awal jadi kami nggak nunggu lama bukan malah tiba tiba dicancel,negatif
sejauh ini masih aman driver juga pada santai ui aplikasi ramah bagi pengguna baru pokoknya best deh cuma minta dikembangkan terus saja sesuai kebutuhan konsumen,positif
nunggu pesanan sampe  jam masih mencari driver padahal mau persediaan buat buka puasa gak bisa di cancel lagi bingung mau beli di toko lain takutnya yg ini jadi,negatif
cara ngaktipiny ribet banget dari sms dan harus buka kode dari gmail enakan aplikasi grab mudah  lancar,negatif
aplikasi online yang paling buruk dan sangat tidak professional dalam operasionalnya yg pernah saya kenal not recommended at all,negatif
aplikasi yang sangat sok superior gak hanya driver yang dikendalikan bahkan kita sebagai konsumen gofood dikendalikan dari mulai ongkir voucher bahkan waktu semoga berbenah supaya gak indonesia banget,negatif
ngurus refund sulit udh  kali di kecewain gojek bwt ngurusin refund karna ulah driver nya capek komplainnya stop pake gojek masi ada grab atau shopeefood yg driver lebih ramah promo lebih byk,negatif
keren sih multifungsi tapi banyak menu yg diarahkan untuk menginstal aplikasi lain gopay jadi tidak praktis lagi,netral
gangguan mulu sih  kaga bisa tf mana lagi darurat duit nyangkut,negatif
selamat pagi saya baru ini mau beri ulasan dan bintang di playstore dan ini terkait permasalahan saya di go tagihan  go bill yang dimana status pembayaran saya dari tgl  januari  hingga skrg  januari  belum di proses berhasil alias gagal karna gagal tersebut saya terpaksa bayar lewat mbanking lagi ke merchant tujuan jadi karna sudah saya bayarkan saya cuma mau dana saya di refund ke gopay saya tapi sampe skrg tidak di tindaklanjuti semoga disini ada hasil thx u,negatif
jujur kecewa bgt sama aplikasi gojekmasa aku pesen dari stasiun ke rumah bosku malah di turunin di jalan katanya titik pointnya sampe gerbang doang padahal jelas jelas di aplikasi saya ada blok dan nomor rumahtapi di driver cuma nama perumahan doang dari pada berdebat mending aku turun dan bayar sesuai tarifdan malam harinya anak bosku juga di turunin di jalannaik dari st yang sama ,negatif
gojek tarifnya makin mahal skr drivernya juga sering minta di cancel pas udh dijalan minta tarif yg lebih mahal juga ada lagi driver ngantuk tapi maksain pick up penumpang,negatif
tolong untuk goride tidak perlu di pisah antara yang hemat sama yang comfortkarena percuma jika tidak ada perhatian dari pihak gojeknyapengalaman saya pesan comfort tapi motor yang datang beda plat nomor beda jenisnya masuk kategori hemattolong lebih diperhatikan lagi khusus driver goride nyakarena keselamatan diatas segalanya,positif
heran di tawarin mulu paylater cuman ga dapet dapet akses kocak nya selalu muncul notif buat aktivasi  pinjeman tapi lagi lagi ga ada akses harus nya jangan kirim notif woy kalo ga mau minjemin tuh kocak ,negatif
jangan mau pake aplikasi gomart nya diskon nya cuman pancingan tetap aja lebih hemat blanja sendiri awalnya total belanja rb  item tau tau  item yg harga rb kosong tiba tiba ada biaya penanganan  rb ada biaya pengemasan rb  dan yg dikembalikan saldo saya cuman rb bukan rb yg item nya gak ada,negatif
tolong dong kasi otomatis batalkan pesanan gofood kalau udh terlalu lama gak dapat driver sudah terlalu lapar suruh nunggu  jam an untuk dapatin driver kan buang² waktu namanya payah aplikasinya mana ongkirnya mahal sekali dan pelit voucher menyesal aku pakai aplikasi ini lagi,negatif
setelah update jadi ngelag dan banyak bug saya tidak bisa menambah alamat baru setelah di set tidak ada respon dari aplikasi saat pesan makanan juga jarak antar menu jadi sangat berjauhan dan saat buka pilihan menu tidak muncul pop up seperti biasa saat saya tekan tutup juga tidak ada respon saat tekan kembali dari menu resto ke halaman awal juga tidak bisa harus di force close dahulu device saya huawei nova t,negatif
setelah update semakin lambat performanya harus bolak balik agar dapat diklik dan masuk halaman baru muter kadang tidak update untuk mapnya waktu driver jalan baik go food atau go ride mohon diperbaiki sistem waktu mau bayar lambat juga,netral
hadehh udh pesen makanan nunggu hampir  jam ga ada driver yg mau ambil padahal bayar udh pake yang regular,negatif
kadang kalau males bawa motor sendiri sering pakai gojek bila hujan pesan gocar perjalanan lebih menyenangkan dan hemat,positif
aplikasi konyol udah pesen makanan ga ada drivernya ga ada pilihan batalkan udah laper harus nunggu ber jam sampe ada driver ampas sekali ini aplikasi,negatif
sekarang tatifnya mahal udah gitu banyak promo tapi promo kalo bayar pake kartu kredit padahal customer gojek banyak rakyat kecil yg ga pake kartu kredit jadi ngapain banyak promo tp yg pake kartu kredit percuma wae boss trs kalo order gocar utk jarak jauh saya sering ditolak drivernya dengan banyak alasan,negatif
sistem aplikasinya seperti makin lama makin gak bagus pencarian drivernya kenapa harus yang jauhjauh dan gak efisien,negatif
sampai sekarang tidak ada perbaikan terhadap aplikasi ini  masih juga tidak bisa berjalan secara optimal di android versi   fitur pembayaran gopay pinjam tidak bisa di akses ,negatif
saya pelanggan goride utk jarak pendek namun akhir ini ndak nyaman dengan rekomendasi driver yg jarak jemputnya jauh banget nyaris sama kadang juga melebihi separuh jarak nganternya secara agregat merugikan bahan bakar n waktu tunggu,positif
perlu penyesuaian lagi saya sering di kasih driver yang jauh dari titik penjemputan terus jadi sering di cancel tolong tambah fitur memilih driver agar bisa memilih driver terdekat,positif
tolong dong di upgrade sistem go food saya sudah menunggu lama tp malah tidak dapat driver akhirnya pesanan dibatalkan dan saya harus menunggu lama lagi kurang update restoran sebenarnya sudah tutup tp tidak terlihat tulisan tutup pada awal pemesanan sehingga sudah nunggu lama tetapi akhirnya dibatalkanitu membuang waktu,negatif
hampir sejam gak ada yg mau nerima ambil paket dari kota tua ke cengkarengtlong di perbaiki lgi,netral
apk yg semakin aneh jelas saya gak telat bayar tagihan tiba limit berkurang drastis lah sekarang malah di bekukanalasan skor kredit bermasalah sistem kalian yg rusaksekelas gojek bisa sistemnya bobrok masa gak bisa komunikasi dengan cs cuma teks dari bot super bobrok makin kesini,negatif
sekarang pesan gocar selalu banyak drama setelah dapat driver driver selalu cancel pernah juga pesan gocar pakai tunai setelah sudah mengantarkan ke tujuan driver cancel pesanan dan akhirnya dialihkan ke driver lain padahal lagi dalam mode mengantar setelah sampai tujuan ada yang telepon dan ternyata gojek hapus aja ini lama aplikasinya tidak berguna lebih baik grab,negatif
para driver  sebaiknya kalian jgn terjebak pd system slot dr beberapa layanan jk ditelaah system slot adalah cara licik applicator rauk untung lbh banyak dan memaksa mitra kerja keras dgn pendapatan minim applicator semakin mengeksploitasi mitra jika ada pilihan untuk sudahi menjadi driver sebaiknya segera sudahi applicator tdk dianggap assets perusahaan melainkan hanya sebagai mesin pencari uang,negatif
sekarang kalau pesan pakai gofoodorderan sudah tidak langsung masuk ke driverharus nunggu setengah jam lebih baru masuk ke driverbaru driver menuju ke resto alhasil kalau pesan makan pakai gofood tetap di atas  sampai  setengah jam baru sampaiuda tidak seperti dl lagiharap di perbaiki lg sistem nya kalau begini terus mending pakai apk lain,negatif
tolong tambahkan fitur agar di tanggal ganjil hanya goride dengan plat ganjil yang bisa menerima order dan di tanggal genap hanya goride dengan plat genap yang bisa menerima order ini akan mempermudah penumpang dalam memilih kendaraan sesuai aturan plat ganjilgenap,positif
ga dapet dapet driver tapi ga bisa dicancel dengan alasan driver udah siap padahal dari resto aja bilang ga ada driver yang pickup chat cs ga ada gunanya karena laporan langsung ditutup,negatif
biaya pembayaran ga fair yg di bayar customer sama yg di terima driver,negatif
alhamdulillah selalu membantu saat membutuhkan transportasi kapan saja di perlukan semakin banyak inovasi untuk kenyamanan penumpang nya sangat membantu,positif
masa ia aplikasi besar mau chat dengan costumer service livenya gak bisa harus cuma lewat gmail saja aneh sengaja di buat begitu biar kita di persulit dan mereka gak mau repot karena kita banyak mengadu aplikasi sudah di awasi oleh kepemerintahan tetapi kerjanya tidak maksimal hanya mau tau untungnya saja parah,negatif
